"Model","Mean_Dev","SD_Dev","Mean_SAE"
"Lasso",135.766087011092,17.7461910290756,0.071284431208426
"NWQS",59.7228774802071,6.89856529859602,0.0842274517425994
"QGcomp",749.060282506463,75.6693286261502,0.110385802269097
"RandForest",355.280305598983,27.5534507790748,0.145320758794647
"Ridge",141.085329022583,17.0680210258743,NA
"gWQS",464.402185874609,47.6276603959265,0.105146355860714
